Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Chris Paul\paulch01,PG,34,OKC,70,70,2208,9.6,19.5,0.489,2.4,6.7,0.365,7.1,12.8,0.554,5.6,6.1,0.907,0.6,7.1,7.7,10.4,2.4,0.2,3.5,3.5,27.1,,120,108
Cameron Payne\payneca01,SG,25,PHO,8,0,183,8.5,17.6,0.485,3.9,7.5,0.517,4.7,10.1,0.462,1.6,1.8,0.857,1,7,8,6.2,2.1,0.5,2.8,5.2,22.5,,115,110
Elfrid Payton\paytoel01,PG,25,NYK,45,36,1246,7.5,17.2,0.439,0.5,2.7,0.203,7,14.5,0.482,1.9,3.4,0.57,2,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5,,105,111
Gary Payton II\paytoga02,SF,27,WAS,29,17,432,5.2,12.6,0.414,1.4,5,0.283,3.8,7.6,0.5,0.4,0.9,0.5,2.8,5.8,8.7,5.2,3.6,0.8,2.2,5.8,12.2,,103,111
Norvel Pelle\pelleno01,C,26,PHI,24,0,232,5.2,10,0.521,0,0.2,0,5.2,9.8,0.532,1.5,2.9,0.5,4.2,10.9,15,1.7,0.6,6.5,3.8,11.5,11.9,,94,102
Theo Pinson\pinsoth01,SG,24,BRK,33,0,365,5.8,20.1,0.29,1.9,10.4,0.188,3.9,9.7,0.4,1.9,2.1,0.938,1.3,5.7,7,7.3,2.2,0.5,4.3,4.5,15.6,,80,109
Mason Plumlee\plumlma01,C,29,DEN,61,1,1057,8.3,13.5,0.615,0,0.2,0,8.3,13.2,0.625,3.9,7.2,0.535,4.6,10.2,14.8,7.2,1.5,1.8,3.8,6.7,20.4,,118,108
Jakob Poeltl\poeltja01,C,24,SAS,66,18,1171,6.8,10.9,0.624,0,0,,6.8,10.9,0.624,1.6,3.5,0.465,5.3,10,15.3,4.7,1.5,3.9,2.2,5.1,15.2,,125,108
Vincent Poirier\poirivi01,C,26,BOS,22,0,130,6.3,13.4,0.472,0.4,0.7,0.5,5.9,12.6,0.471,2.2,2.6,0.857,4.8,11.1,16,3,0.7,3.3,3,9.3,15.2,,107,104
Shamorie Ponds\pondssh01,PG,21,TOR,4,0,11,13,21.6,0.6,4.3,8.6,0.5,8.6,13,0.667,8.6,8.6,1,0,4.3,4.3,8.6,0,4.3,0,8.6,38.9,,164,107
Jordan Poole\poolejo01,SG,20,GSW,57,14,1274,6.3,18.9,0.333,2.8,10,0.279,3.5,8.9,0.392,3.6,4.5,0.798,0.3,4.1,4.4,5,1.3,0.4,2.8,3.5,18.9,,91,117
Kevin Porter Jr.\porteke02,SF,19,CLE,50,3,1162,7.8,17.6,0.442,2.2,6.6,0.335,5.6,11,0.506,3.1,4.2,0.723,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9,,99,115
Michael Porter Jr.\portemi01,SF,21,DEN,55,8,903,10.7,21,0.509,3.4,8,0.422,7.3,12.9,0.564,3.3,3.9,0.833,3.6,10.6,14.2,2.5,1.5,1.4,2.7,5.5,28,,118,109
Otto Porter\porteot01,SF,26,CHI,14,9,331,9,20.4,0.443,3.5,9,0.387,5.5,11.4,0.487,2.8,3.9,0.704,1.9,5.1,7,3.6,2.2,0.9,1.6,4.5,24.3,,112,110
Bobby Portis\portibo01,PF,24,NYK,66,5,1393,9.3,20.6,0.45,2.3,6.5,0.358,6.9,14.1,0.493,2.5,3.3,0.763,2.8,9,11.8,3.4,1.1,0.6,2.6,3.8,23.3,,107,113
Kristaps Porzi??is\porzikr01,C,24,DAL,57,57,1814,10.6,24.8,0.427,3.8,10.7,0.352,6.8,14.1,0.484,6,7.5,0.799,2.7,11.7,14.4,2.7,1.1,3.1,2.5,4.9,31,,111,107
Dwight Powell\poweldw01,C,28,DAL,40,37,1061,6.7,10.4,0.638,0.5,1.8,0.256,6.2,8.7,0.716,3.4,5.1,0.667,3.4,6.9,10.3,2.7,1.5,1,1.6,4.6,17.1,,134,111
Norman Powell\powelno01,SG,26,TOR,52,26,1479,9.5,19.2,0.495,3.5,8.8,0.399,6,10.5,0.575,4.1,4.9,0.843,0.8,5.3,6.1,2.9,1.9,0.7,2.5,3.5,26.7,,115,106
Taurean Prince\princta02,PF,25,BRK,64,61,1857,7.1,18.8,0.376,3.7,11,0.339,3.4,7.8,0.429,1.8,2.3,0.798,1.3,8.4,9.7,3,1.5,0.6,3.2,4.1,19.7,,94,109
Chasson Randle\randlch01,PG,26,GSW,3,0,40,0,4.8,0,0,2.4,0,0,2.4,0,6,7.2,0.833,0,2.4,2.4,6,2.4,0,0,3.6,6,,113,116
Julius Randle\randlju01,PF,25,NYK,64,64,2080,10.8,23.5,0.46,1.5,5.4,0.277,9.3,18.1,0.515,6,8.2,0.733,3.5,11,14.6,4.6,1.2,0.5,4.5,4.2,29.2,,105,112
Josh Reaves\reavejo02,SF,22,DAL,4,0,28,5.2,15.5,0.333,0,3.5,0,5.2,12.1,0.429,3.5,3.5,1,1.7,3.5,5.2,5.2,0,0,0,8.6,13.8,,107,118
Cam Reddish\reddica01,SF,20,ATL,58,34,1551,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,3,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4,18.3,,95,115
J.J. Redick\redicjj01,SG,35,NOP,60,36,1581,8.4,18.5,0.453,5.3,11.6,0.453,3.1,6.8,0.453,4.8,5.4,0.892,0.3,4.1,4.4,3.5,0.6,0.3,2.2,2.8,26.8,,122,116
Naz Reid\reidna01,C,20,MIN,30,11,495,9.4,22.8,0.412,3,9.1,0.33,6.4,13.7,0.466,3.5,5,0.698,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2,,105,110
Josh Richardson\richajo01,SG,26,PHI,55,53,1693,8,18.5,0.43,2.4,7.1,0.341,5.5,11.4,0.486,3.3,4,0.809,1.2,3.8,5,4.6,1.5,1,3,3.9,21.6,,104,111
Austin Rivers\riverau01,SG,27,HOU,68,4,1594,6.1,14.5,0.421,2.8,7.8,0.356,3.3,6.7,0.498,2.3,3.2,0.703,0.8,4.3,5.1,3.3,1.4,0.3,1.5,3.7,17.3,,110,113
Andre Roberson\roberan03,SF,28,OKC,7,0,87,4.5,16.2,0.276,1.7,7.8,0.214,2.8,8.4,0.333,0.6,1.1,0.5,3.9,11.2,15.1,2.2,0.6,1.7,1.1,7.3,11.2,,84,108
Duncan Robinson\robindu01,SG,25,MIA,73,68,2166,7.3,15.5,0.47,6.1,13.7,0.446,1.2,1.8,0.654,1.5,1.6,0.931,0.2,5,5.2,2.3,0.8,0.4,1.6,4.3,22.2,,122,113
Glenn Robinson III\robingl02,SF,26,TOT,62,52,1786,7.7,15.9,0.486,2.1,5.3,0.391,5.7,10.6,0.534,2,2.3,0.86,2.2,5.1,7.2,2.6,1.4,0.4,1.5,2.7,19.5,,114,115
Glenn Robinson III\robingl02,SF,26,GSW,48,48,1516,7.7,16,0.481,2.1,5.4,0.4,5.6,10.6,0.522,2,2.3,0.851,2.1,5.1,7.1,2.7,1.4,0.4,1.6,2.6,19.5,,112,116
Glenn Robinson III\robingl02,SF,26,PHI,14,4,270,7.9,15.3,0.518,1.6,4.8,0.333,6.3,10.4,0.603,2,2.2,0.917,2.7,5.2,7.9,2,1.6,0.4,0.9,3.2,19.4,,124,111
Jerome Robinson\robinje01,SG,22,TOT,63,6,979,5.5,14.9,0.371,2.4,7.3,0.32,3.2,7.5,0.42,1.9,2.7,0.702,0.6,5.6,6.2,4.2,1.3,0.8,2.4,5.4,15.3,,96,113
Jerome Robinson\robinje01,SG,22,LAC,42,1,476,4.6,13.5,0.338,1.9,6.7,0.284,2.7,6.9,0.391,1.1,1.9,0.579,0.5,5.5,6,4.6,1.3,0.8,2.6,5.5,12.1,,87,109
Jerome Robinson\robinje01,SG,22,WAS,21,5,503,6.4,16.2,0.397,2.8,8,0.349,3.6,8.2,0.443,2.7,3.5,0.763,0.7,5.7,6.4,3.8,1.4,0.8,2.1,5.3,18.3,,103,116
Justin Robinson\robinju01,PG,22,WAS,9,0,49,4.8,11.4,0.417,2.9,4.8,0.6,1.9,6.7,0.286,0,0,,1,3.8,4.8,6.7,0,1,2.9,1.9,12.4,,105,120
Mitchell Robinson\robinmi01,C,21,NYK,61,7,1412,8.7,11.8,0.742,0,0,,8.7,11.8,0.742,2.9,5.1,0.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,6.7,20.3,,144,107
Isaiah Roby\robyis01,PF,21,OKC,3,0,11,0,4.4,0,0,0,,0,4.4,0,0,0,,0,8.8,8.8,0,0,0,4.4,4.4,0,,0,113
Rajon Rondo\rondora01,PG,33,LAL,48,3,984,6.6,15.8,0.418,2,6,0.328,4.6,9.8,0.473,1.3,2,0.659,1.1,5.8,6.9,11.6,1.9,0.1,4.4,2.8,16.5,,103,108
Derrick Rose\rosede01,PG,31,DET,50,15,1298,14,28.5,0.49,1.7,5.6,0.306,12.3,23,0.535,4.6,5.3,0.871,1,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3,,109,115
Terrence Ross\rosste01,SG,28,ORL,69,0,1889,8.8,21.8,0.403,4.6,13,0.351,4.2,8.8,0.48,4,4.7,0.853,0.3,5.4,5.7,2.1,2,0.6,1.8,2.8,26.2,,106,110
Terry Rozier\roziete01,PG,25,CHO,63,63,2164,9.2,21.8,0.423,4,9.8,0.407,5.2,12,0.436,3.8,4.4,0.874,1.2,5.2,6.4,6,1.4,0.2,3.3,2.9,26.3,,108,115
Ricky Rubio\rubiori01,PG,29,PHO,65,65,2016,6.7,16.3,0.415,1.8,5.1,0.361,4.9,11.2,0.439,4.6,5.3,0.863,1.1,6.1,7.1,13.4,2.2,0.3,4.1,3.9,19.9,,113,111
D'Angelo Russell\russeda01,PG,23,TOT,45,45,1452,11.8,27.7,0.426,5.2,14.1,0.367,6.6,13.6,0.487,5.3,6.5,0.809,0.6,5.2,5.8,9.3,1.6,0.4,4.8,2.8,34,,106,115
D'Angelo Russell\russeda01,PG,23,GSW,33,33,1060,12.3,28.7,0.43,5.4,14.5,0.374,6.9,14.2,0.487,5.1,6.5,0.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,2.9,35.2,,106,116
D'Angelo Russell\russeda01,PG,23,MIN,12,12,392,10.3,25,0.412,4.5,13,0.345,5.8,12,0.485,5.7,6.5,0.873,0.4,6.2,6.5,9.4,2,0.5,5.4,2.6,30.8,,105,113
Domantas Sabonis\sabondo01,PF,23,IND,62,62,2159,10.3,19.1,0.54,0.4,1.5,0.254,9.9,17.6,0.565,4.8,6.7,0.723,4.2,13.1,17.3,7,1.1,0.7,3.8,4.4,25.8,,115,106
Luka Šamani?\samanlu01,PF,20,SAS,3,1,48,5,15.9,0.313,3,8,0.375,2,8,0.25,3,4,0.75,1,9,10,6,0,2,2,6,15.9,,98,115
JaKarr Sampson\sampsja02,PF,26,IND,34,12,471,7,11.8,0.591,0.2,1.3,0.154,6.8,10.5,0.647,1.9,2.8,0.667,2.1,7,9.1,2.2,1.6,1.2,1.5,6.6,16.1,,118,108
Dario Šari?\saricda01,PF,25,PHO,66,51,1632,7.4,15.6,0.476,2.4,6.8,0.357,5,8.8,0.568,3.1,3.7,0.844,2.9,8.9,11.8,3.6,1.1,0.5,2.6,4.5,20.4,,114,112
Tomáš Satoranský\satorto01,SG,28,CHI,65,64,1878,6.1,14.1,0.43,1.6,5.1,0.322,4.4,9,0.491,2.7,3.1,0.876,1.9,4.6,6.5,9.1,2.1,0.2,3.3,3.5,16.5,,111,112
Admiral Schofield\schofad01,PF,22,WAS,33,2,368,4.4,11.7,0.38,2.4,7.7,0.311,2,3.9,0.516,1.3,1.9,0.667,0.9,5.1,6,1.9,1,0.5,0.9,6.4,12.6,,104,118
Dennis Schröder\schrode01,SG,26,OKC,65,2,1999,11,23.5,0.469,3,7.9,0.385,8,15.6,0.513,4.8,5.7,0.839,0.5,5.3,5.7,6.4,1.1,0.3,4,3.5,29.9,,108,112
Mike Scott\scottmi01,PF,31,PHI,68,11,1207,6,14.1,0.426,3.2,8.7,0.369,2.8,5.3,0.519,1.2,1.5,0.811,2.6,7.3,10,2.2,0.8,0.2,1,3.9,16.4,,117,112
Thabo Sefolosha\sefolth01,PF,35,HOU,41,0,436,3.9,9.7,0.407,1.6,5.7,0.278,2.3,3.9,0.595,0.3,0.8,0.375,2.2,7.6,9.9,2.7,2.5,1.3,1.6,4.6,9.8,,103,107
Collin Sexton\sextoco01,PG,21,CLE,65,65,2143,11.6,24.7,0.472,2.2,5.8,0.38,9.4,18.9,0.501,5.1,6.1,0.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,3.2,30.6,,108,118
Landry Shamet\shamela01,SG,22,LAC,53,30,1452,5.1,12.7,0.404,3.6,9.6,0.375,1.5,3.1,0.495,2.1,2.5,0.855,0.2,3.1,3.3,3.2,0.7,0.3,1.4,4.6,16,,115,113
Marial Shayok\shayoma01,SG,24,PHI,4,0,28,5.2,20.8,0.25,3.5,10.4,0.333,1.7,10.4,0.167,5.2,6.9,0.75,1.7,10.4,12.1,1.7,0,1.7,5.2,6.9,19,,75,110
Iman Shumpert\shumpim01,SF,29,BRK,13,0,241,4.1,12.6,0.328,1.6,6.5,0.242,2.6,6.1,0.419,0.8,1.4,0.571,1.8,4.9,6.7,2.4,2.4,0.4,2,4.1,10.6,,85,109
Pascal Siakam\siakapa01,PF,25,TOR,60,60,2110,11.3,24.9,0.453,3,8.2,0.359,8.3,16.7,0.499,5.4,6.8,0.792,1.4,8.5,9.9,4.7,1.4,1.2,3.3,3.8,30.9,,107,105
Chris Silva\silvach01,PF,23,MIA,44,0,346,6.8,11,0.615,0,0.4,0,6.8,10.6,0.64,5.2,7.8,0.673,8.5,9.3,17.8,3.2,1.3,3,4.5,12,18.8,,120,106
Ben Simmons\simmobe01,PG,23,PHI,57,57,2017,9,15.5,0.58,0,0.2,0.286,9,15.4,0.583,4.4,7.2,0.621,2.7,8,10.7,10.9,2.9,0.8,4.8,4.5,22.5,,116,106
Anfernee Simons\simonan01,SG,20,POR,70,4,1449,7,17.6,0.399,2.5,7.4,0.332,4.6,10.2,0.448,2.5,3,0.826,0.8,4.2,5,3.2,0.9,0.3,2,4.4,19,,102,119
Alen Smailagi?\smailal01,C,19,GSW,14,0,139,6.9,13.8,0.5,1,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.842,3.4,5.9,9.3,4.5,1,1.4,3.8,4.8,20.3,,112,115
Marcus Smart\smartma01,SG,25,BOS,60,40,1919,6.4,17.2,0.375,3.4,9.9,0.347,3,7.2,0.415,3.2,3.8,0.836,1.1,4.6,5.7,7.3,2.5,0.7,2.6,4.1,19.5,,110,107
Dennis Smith Jr.\smithde03,PG,22,NYK,34,3,537,6.5,19.1,0.341,1.5,4.9,0.296,5.1,14.2,0.357,2.4,4.8,0.509,1.9,5.2,7.1,8.9,2.5,0.7,5.3,5.9,17,,84,112
Ish Smith\smithis01,PG,31,WAS,68,23,1787,8.1,18,0.447,1.6,4.4,0.367,6.4,13.6,0.473,1.6,2.2,0.721,0.8,4.9,5.7,8.7,1.5,0.8,2.5,2.8,19.4,,108,117
J.R. Smith\smithjr01,SG,34,LAL,6,0,79,4.2,13.2,0.318,0.6,6.6,0.091,3.6,6.6,0.545,1.2,1.2,1,0,3,3,1.8,0.6,0,2.4,3,10.2,,72,113
Zhaire Smith\smithzh01,SF,20,PHI,7,0,32,4.5,16.7,0.273,0,4.5,0,4.5,12.1,0.375,3,6.1,0.5,0,3,3,3,4.5,0,3,6.1,12.1,,65,106
Tony Snell\snellto01,SF,28,DET,59,57,1641,5.1,11.5,0.445,3.1,7.6,0.402,2,3.8,0.531,1,1,1,0.3,3.1,3.3,3.8,1,0.4,0.9,3,14.2,,121,117
Omari Spellman\spellom01,C,22,GSW,49,3,886,6.9,15.9,0.431,2.3,5.9,0.391,4.5,10,0.454,3.9,5,0.793,4.2,7.7,11.8,2.5,1.8,1.3,2.9,3.4,20,,107,112
Max Strus\strusma01,SF,23,CHI,2,0,6,16.1,24.1,0.667,0,8,0,16.1,16.1,1,8,8,1,8,0,8,0,0,0,0,8,40.1,,153,119
Edmond Sumner\sumneed01,SG,24,IND,31,3,447,6.6,15.4,0.43,1.5,5.8,0.264,5.1,9.7,0.528,1.7,3.1,0.552,1.2,3.8,5,6,1.6,1,2.4,4.8,16.5,,100,110
Caleb Swanigan\swanica01,PF-C,22,TOT,27,1,288,4.6,7.8,0.596,0,0.3,0,4.6,7.5,0.622,1.5,2.8,0.529,4.5,12.1,16.6,5.1,0.5,1.2,6.1,10.3,10.8,,95,113
Caleb Swanigan\swanica01,C,22,SAC,7,0,23,4.2,8.4,0.5,0,0,,4.2,8.4,0.5,2.1,4.2,0.5,4.2,10.5,14.8,4.2,2.1,4.2,12.7,16.9,10.5,,61,104
Caleb Swanigan\swanica01,PF,22,POR,20,1,265,4.7,7.7,0.605,0,0.4,0,4.7,7.4,0.634,1.4,2.7,0.533,4.5,12.2,16.7,5.2,0.4,0.9,5.6,9.7,10.8,,99,114
Jayson Tatum\tatumja01,PF,21,BOS,66,66,2265,11.8,26.1,0.45,4,10,0.403,7.7,16.1,0.48,5.4,6.7,0.812,1.4,8.4,9.8,4.3,2,1.2,3.3,2.9,33,,111,106
Jeff Teague\teaguje01,PG,31,TOT,59,17,1464,6.8,15.5,0.436,1.4,3.7,0.368,5.4,11.8,0.457,5.5,6.3,0.873,0.9,3.7,4.5,9.8,1.4,0.6,3.7,3.4,20.4,,112,116
Jeff Teague\teaguje01,PG,31,MIN,34,13,945,7.1,15.9,0.448,1.6,4.3,0.379,5.5,11.6,0.473,6.1,7.1,0.868,0.7,3.6,4.3,10.2,1.2,0.6,3.7,3.4,22,,116,116
Jeff Teague\teaguje01,PG,31,ATL,25,4,519,6.1,14.8,0.412,0.9,2.7,0.333,5.2,12.1,0.43,4.2,4.8,0.887,1.1,3.8,4.8,9,1.7,0.5,3.6,3.2,17.3,,105,117
Garrett Temple\templga01,SG,33,BRK,62,35,1730,6.1,16.1,0.378,3.5,10.6,0.329,2.6,5.5,0.473,1.9,2.4,0.805,0.8,5.2,6,4.3,1.3,0.8,1.7,3,17.5,,106,111
Daniel Theis\theisda01,C,27,BOS,65,64,1566,7.4,13.1,0.566,1,3,0.333,6.4,10.2,0.633,2.7,3.5,0.763,4.3,8.8,13.1,3.4,1.1,2.6,1.7,6.7,18.5,,130,105
Isaiah Thomas\thomais02,PG,30,WAS,40,37,925,8.8,21.5,0.408,3.9,9.6,0.413,4.9,12,0.405,3.1,3.8,0.816,0.6,2.9,3.4,7.4,0.7,0.3,3.9,3.9,24.7,,103,120
Khyri Thomas\thomakh01,SG,23,DET,8,0,61,4,13.7,0.294,4,11.3,0.357,0,2.4,0,1.6,3.2,0.5,0.8,0,0.8,2.4,2.4,0,2.4,7.3,13.7,,88,116
Lance Thomas\thomala01,PF,31,BRK,7,4,98,3.9,11.1,0.348,1.9,6.3,0.308,1.9,4.8,0.4,1.9,1.9,1,1,5.3,6.3,2.9,0,0,2.9,5.3,11.6,,91,115
Matt Thomas\thomama02,SG,25,TOR,41,1,440,7.9,16.2,0.487,5.1,10.7,0.475,2.8,5.5,0.51,1,1.3,0.75,1,5.6,6.6,2.4,1.1,0.1,1.7,4.1,21.8,,119,109
Tristan Thompson\thomptr01,PF,28,CLE,57,51,1721,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3,,112,114
Sindarius Thornwell\thornsi01,SF,25,NOP,2,0,35,7.9,14.5,0.545,2.6,5.3,0.5,5.3,9.3,0.571,2.6,5.3,0.5,0,5.3,5.3,5.3,1.3,1.3,2.6,2.6,21.2,,115,113
Matisse Thybulle\thybuma01,SG,22,PHI,65,14,1287,4.2,10,0.423,2.1,5.9,0.357,2.1,4.1,0.519,0.9,1.5,0.61,1.7,2.4,4,3,3.5,1.8,1.9,5.3,11.5,,105,106
Anthony Tolliver\tollian01,PF,34,TOT,55,13,872,3.5,9.9,0.357,2.7,7.9,0.338,0.9,2,0.432,1.1,1.6,0.724,1.9,6.5,8.4,2.3,1,0.6,1.9,4,10.9,,103,115
Anthony Tolliver\tollian01,PF,34,POR,33,9,554,3.7,10.1,0.368,2.6,7.7,0.337,1.1,2.4,0.464,1.1,1.6,0.684,2.3,7.1,9.5,2.5,0.7,0.8,1.8,4.6,11.1,,106,117
Anthony Tolliver\tollian01,PF,34,SAC,9,0,82,1.8,10.1,0.176,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.3,6.5,1.8,2.4,0.6,2.4,3.6,5.3,,57,112
Anthony Tolliver\tollian01,PF,34,MEM,13,4,236,3.8,9.5,0.396,3.4,8.1,0.415,0.4,1.4,0.286,1.4,1.6,0.875,1,5.5,6.5,2,1.4,0.2,1.8,2.8,12.3,,110,113
Juan Toscano-Anderson\toscaju01,SG,26,GSW,13,6,272,5.1,11.1,0.46,1.4,4,0.348,3.7,7,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,,98,112
Karl-Anthony Towns\townska01,C,24,MIN,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7,8.8,0.796,3.7,11.1,14.8,6,1.3,1.6,4.3,4.6,36.2,,121,110
Gary Trent Jr.\trentga02,SF,21,POR,61,8,1332,7,15.8,0.444,4,9.6,0.418,3,6.2,0.486,1.3,1.6,0.822,0.9,2.7,3.6,2.2,1.7,0.6,0.8,3.2,19.4,,121,117
Allonzo Trier\trieral01,SG,24,NYK,24,1,291,8.5,17.7,0.481,3.2,8.9,0.358,5.4,8.9,0.604,5.7,7.2,0.791,1,3.8,4.9,4.7,0.5,0.7,3.7,4.9,25.9,,115,118
P.J. Tucker\tuckepj01,PF,34,HOU,72,72,2467,3.3,8,0.415,2,5.6,0.358,1.3,2.4,0.551,0.7,0.9,0.813,2.1,6.8,8.9,2.2,1.4,0.7,1.4,4.3,9.4,,114,111
Rayjon Tucker\tuckera01,SG,22,UTA,20,0,161,6,13,0.465,0.9,5.1,0.176,5.1,7.9,0.654,5.7,7,0.826,0.9,5.1,6,1.5,0.3,0.3,2.4,3,18.7,,109,114
Evan Turner\turneev01,SG,31,ATL,19,0,251,4.6,12.4,0.373,0,0.9,0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5,,84,115
Myles Turner\turnemy01,C,23,IND,62,62,1826,7.1,15.6,0.457,2.3,6.6,0.344,4.8,9,0.54,3.4,4.5,0.751,2.3,8.5,10.8,1.9,1.2,3.5,2.3,4.4,19.9,,108,105
Jarrod Uthoff\uthofja01,PF,26,TOT,7,0,53,6.2,15.9,0.389,2.6,7.9,0.333,3.5,7.9,0.444,1.8,1.8,1,1.8,3.5,5.3,0,0.9,0,0,1.8,16.8,,105,119
Jarrod Uthoff\uthofja01,PF,26,MEM,4,0,14,3.3,23.3,0.143,0,13.3,0,3.3,10,0.333,6.7,6.7,1,3.3,0,3.3,0,3.3,0,0,3.3,13.3,,67,112
Jarrod Uthoff\uthofja01,PF,26,WAS,3,0,39,7.2,13.2,0.545,3.6,6,0.6,3.6,7.2,0.5,0,0,,1.2,4.8,6,0,0,0,0,1.2,18,,135,121
Jonas Valan?i?nas\valanjo01,C,27,MEM,70,70,1845,10.9,18.7,0.585,0.8,2.3,0.352,10.1,16.4,0.617,3.7,5.1,0.74,5.4,14.6,19.9,3.3,0.8,1.9,3.2,4.7,26.4,,120,107
Denzel Valentine\valende01,SF,26,CHI,36,5,488,9.6,23.4,0.409,4.5,13.5,0.336,5,9.9,0.51,0.6,0.8,0.75,0.9,6.4,7.3,4.2,2.6,0.6,2.6,5,24.3,,100,109
Jarred Vanderbilt\vandeja01,PF,20,TOT,11,0,46,5.3,8.5,0.625,0,1.1,0,5.3,7.5,0.714,2.1,2.1,1,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8,,81,108
Jarred Vanderbilt\vandeja01,PF,20,DEN,9,0,41,6,8.4,0.714,0,0,,6,8.4,0.714,0,0,,3.6,6,9.6,2.4,3.6,1.2,8.4,7.2,12.1,,77,107
Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0,5,0,9.3,0,0,9.3,0,0,0,,18.6,18.6,1,0,9.3,9.3,0,0,0,0,0,18.6,,124,116
Fred VanVleet\vanvlfr01,SG,25,TOR,54,54,1928,7.9,19.1,0.413,3.6,9.2,0.39,4.3,9.8,0.434,4.1,4.9,0.848,0.4,4.6,5,8.8,2.5,0.4,3,3.3,23.5,,113,106
Gabe Vincent\vincega01,PG,23,MIA,9,0,83,4.7,21.8,0.216,3.5,15.9,0.222,1.2,5.9,0.2,0,0,,0,2.9,2.9,3.5,2.9,0,0.6,3.5,12.9,,70,110
Noah Vonleh\vonleno01,C,24,TOT,36,1,377,6.4,11.4,0.565,0.4,1.9,0.2,6.1,9.5,0.636,3.1,4,0.781,4.6,10.8,15.3,3.5,1.4,0.7,2.6,4.9,16.3,,121,111
Noah Vonleh\vonleno01,C,24,MIN,29,1,347,6.3,11.5,0.547,0.3,1.9,0.143,6,9.6,0.625,3.1,3.7,0.821,4.5,11,15.5,3.5,1.5,0.8,2.5,4.8,15.9,,119,111
Noah Vonleh\vonleno01,C,24,DEN,7,0,30,8.2,9.9,0.833,1.6,1.6,1,6.6,8.2,0.8,3.3,6.6,0.5,4.9,8.2,13.2,3.3,0,0,3.3,6.6,21.4,,136,115
Nikola Vu?evi?\vucevni01,C,29,ORL,62,62,1998,12,25.2,0.477,2.4,7,0.339,9.6,18.1,0.531,3.2,4.1,0.784,3.4,13,16.4,5.4,1.3,1.1,2.1,3.3,29.6,,114,107
Dean Wade\wadede01,PF,23,CLE,12,0,71,6.2,8.9,0.692,1.4,2.7,0.5,4.8,6.2,0.778,0,0.7,0,2.1,11,13,1.4,1.4,2.7,2.1,5.5,13.7,,122,111
Moritz Wagner\wagnemo01,C,22,WAS,45,5,835,8.1,14.9,0.545,1.4,4.5,0.313,6.7,10.4,0.645,4.4,5.3,0.821,3.1,9.1,12.3,3.1,1.6,1.1,3.7,8.5,22,,114,113
Dion Waiters\waitedi01,SG,28,TOT,10,0,207,9.5,22.9,0.414,3.5,10.9,0.319,6,12,0.5,3.2,3.9,0.824,0.5,5.1,5.5,4.6,0.9,1.4,3.7,4.8,25.6,,98,110
Dion Waiters\waitedi01,SG,28,MIA,3,0,42,11.6,30.2,0.385,9.3,19.8,0.471,2.3,10.5,0.222,0,1.2,0,0,12.8,12.8,3.5,0,2.3,3.5,5.8,32.5,,93,108
Dion Waiters\waitedi01,SG,28,LAL,7,0,165,8.9,21,0.425,2,8.6,0.233,6.9,12.4,0.558,4,4.6,0.875,0.6,3.2,3.7,4.9,1.2,1.2,3.7,4.6,23.9,,99,110
Kemba Walker\walkeke02,PG,29,BOS,56,56,1742,10.5,24.6,0.425,5,13.1,0.381,5.5,11.5,0.476,5.8,6.7,0.864,1,5,6,7.4,1.3,0.8,3.2,2.5,31.7,,116,110
Lonnie Walker\walkelo01,SG,21,SAS,61,12,988,7.4,17.3,0.426,2,4.9,0.406,5.4,12.4,0.434,2.1,3,0.721,1.1,5.6,6.7,3.3,1.5,0.7,2.1,3.8,18.8,,100,115
Tyrone Wallace\wallaty01,SG,25,ATL,14,0,160,4.1,12.8,0.318,0.3,4.4,0.067,3.8,8.4,0.448,3.2,5,0.647,0.9,5.5,6.4,3.8,2,0.3,2.9,5.5,11.6,,80,115
